"","ESPECIES","INSTITUCIÓN","AÑO","AUTOR","TÍTULO"
"1142","Isolepis cernua","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1143","Phylloscirpus boliviensis","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1144","Phylloscirpus deserticola","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente-ACR Vilacota Maure",2018,"Equipo Técnico de ACR Vilacota Maure","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1145","Schoenoplectus californicus","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1146","Schoenoplectus californicus","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1147","Zameioscirpus muticus","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1148","Elodea potamogeton","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1149","Elodea potamogeton","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente.",2012,"Equipo Técnico de la Gerencia Regional de Recurso Naturales y gestión del medio Ambiente","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1150","Elodea potamogeton","Acta Botanica Malacitana 28: 121-147",2003,"Antonio Galán de Mera, César Cáceres y Adolfo González","LA VEGETACIÓN DE LA ALTA MONTAÑA ANDINA DEL SUR DEL PERÚ"
"1151","Elodea potamogeton","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1152","Elodea potamogeton","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1153","Elodea potamogeton","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1154","Mastigostyla candaravensis","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1155","Mastigostyla candaravensis","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1156","Mastigostyla candaravensis","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1157","Olsynium junceum","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1158","Tigridia albicans","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1159","Tigridia albicans","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1160","Tigridia albicans","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1161","Distichia muscoides","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1162","Distichia muscoides","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente.",2012,"Equipo Técnico de la Gerencia Regional de Recurso Naturales y gestión del medio Ambiente","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1163","Distichia muscoides","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente. PROYECTO SNIP N° 233717  "" Mejoramiento del servicio del Monitoreo e información ambiental""",2015,"Evaristo L. López Tejeda","ESTUDIO DE BIODIVERSIDAD DE LOS BOFEDALES DE HUAYTIRE, CHAULLAPUJO, LIVICALANI, JAPOPUNCO Y SURAPATA EN EL CENTRO POBLADO HUAYTIRE"
"1164","Distichia muscoides","Acta Botanica Malacitana 28: 121-147",2003,"Antonio Galán de Mera, César Cáceres y Adolfo González","LA VEGETACIÓN DE LA ALTA MONTAÑA ANDINA DEL SUR DEL PERÚ"
"1165","Distichia muscoides","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1166","Distichia muscoides","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1167","Distichia muscoides","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1168","Distichia filamentosa","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente-ACR Vilacota Maure",2018,"Equipo Técnico de ACR Vilacota Maure","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1169","Juncus bufonius","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1170","Juncus ebracteatus","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1171","Juncus ebracteatus","Acta Botanica Malacitana 28: 121-147",2003,"Antonio Galán de Mera, César Cáceres y Adolfo González","LA VEGETACIÓN DE LA ALTA MONTAÑA ANDINA DEL SUR DEL PERÚ"
"1172","Juncus ebracteatus","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1173","Juncus ebracteatus","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1174","Luzula ruiz-lealii","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente. PROYECTO SNIP N° 233717  "" Mejoramiento del servicio del Monitoreo e información ambiental""",2015,"Evaristo L. López Tejeda","ESTUDIO DE BIODIVERSIDAD DE LOS BOFEDALES DE HUAYTIRE, CHAULLAPUJO, LIVICALANI, JAPOPUNCO Y SURAPATA EN EL CENTRO POBLADO HUAYTIRE"
"1175","Oxychloe andina","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1176","Oxychloe andina","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente.",2012,"Equipo Técnico de la Gerencia Regional de Recurso Naturales y gestión del medio Ambiente","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1177","Oxychloe andina","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente. PROYECTO SNIP N° 233717  "" Mejoramiento del servicio del Monitoreo e información ambiental""",2015,"Evaristo L. López Tejeda","ESTUDIO DE BIODIVERSIDAD DE LOS BOFEDALES DE HUAYTIRE, CHAULLAPUJO, LIVICALANI, JAPOPUNCO Y SURAPATA EN EL CENTRO POBLADO HUAYTIRE"
"1178","Oxychloe andina","Acta Botanica Malacitana 28: 121-147",2003,"Antonio Galán de Mera, César Cáceres y Adolfo González","LA VEGETACIÓN DE LA ALTA MONTAÑA ANDINA DEL SUR DEL PERÚ"
"1179","Oxychloe andina","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1180","Oxychloe andina","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1181","Oxychloe andina","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1182","Patosia clandestina","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente-ACR Vilacota Maure",2018,"Equipo Técnico de ACR Vilacota Maure","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1183","Dichaea laxa","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1184","Dichaea laxa","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1185","Dichaea laxa","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1186","Myrosmodes paludosa","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente-ACR Vilacota Maure",2018,"Equipo Técnico de ACR Vilacota Maure","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1187","Pleurothallis grandiflora","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1188","Pleurothallis grandiflora","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1189","Pleurothallis grandiflora","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1190","Stelis ascendens","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1191","Stelis ascendens","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1192","Stelis ascendens","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1193","Aciachne pulvinata","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente. PROYECTO SNIP N° 233717  "" Mejoramiento del servicio del Monitoreo e información ambiental""",2015,"Evaristo L. López Tejeda","ESTUDIO DE BIODIVERSIDAD DE LOS BOFEDALES DE HUAYTIRE, CHAULLAPUJO, LIVICALANI, JAPOPUNCO Y SURAPATA EN EL CENTRO POBLADO HUAYTIRE"
"1194","Agrostis stolonifera","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión Ambiental. Proyecto de Inversión: “Mejoramiento de los Servicios Operativos o Misionales Institucionales en La Sub Gerencia de Gestión Ambiental del Gobierno Regional de Tacna, Distrito de Tacna de la Provincia de Tacna del Departamento de Tacna”- CUI N° 2617548",2024,"Ing. M.Sc. Ph.D. Daniel Bernardo Montesinos Tubée","ESTUDIO ESPECIALIZADO EN INVENTARIO Y EVALUACIÓN DE FLORA en el Sitio Prioritario para la Conservación (SPC) Candarave de la región Tacna"
"1195","Anthochloa lepidula","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
"1196","Anthochloa lepidula","Gobierno Regional Tacna, Gerencia de Recursos Naturales y Gestión del Medio Ambiente.",2012,"Equipo Técnico de la Gerencia Regional de Recurso Naturales y gestión del medio Ambiente","PLAN MAESTRO AREA DE CONSERVACIÓN REGIONAL VILACOTA MAURE-ACRVM"
"1197","Anthochloa lepidula","Acta Botanica Malacitana 28: 121-147",2003,"Antonio Galán de Mera, César Cáceres y Adolfo González","LA VEGETACIÓN DE LA ALTA MONTAÑA ANDINA DEL SUR DEL PERÚ"
"1198","Anthochloa lepidula","Fondo Nacional para Áreas Naturales Protegidas por el Estado (PROFONANPE). Proyecto: ""Fortalecimiento de la Conservación de la Biodiversidad a través del Programa Nacional de Áreas Naturales Protegidas (PRONANP)""",2011,"Cesar Nicolás Cáceres Musaja.","ELABORACIÓN DE ESTUDIOS TÉCNICOS PARA LA DEFINICIÓN DE SITIOS PRIORITARIOS, ANÁLISIS DE CONECTIVIDAD Y DEFINICIÓN DE INDICADORES DE REPRESENTATIVIDAD Y CONECTIVIDAD – COMPONENTE BIODIVERSIDAD"
"1199","Anthochloa lepidula","PUBLICACIÓN EN PRENSA",NA,"Cesar Nicolás Cáceres Musaja.","Diversidad Florística de la Región Tacna"
"1200","Aristida adscensionis","Gobierno Regional de Tacna.Gerencia de Recursos Naturales y Gestión del Medio Ambiente. Proyecto Zonificación Ecológica Económica de Tacna",2007,"César Nicolás Cáceres Musaja,  Javier Ignacio; Samuel Rubén Yufra Silva","Eje Temático de Biodiversidad y Ecosistemas"
